시군구,단지명,계약연월,전용면적(㎡),매매대금(만원) 평균,전세(만원) 평균,면적당 매매대금평균,면적당 전세평균,전세가율-100%,lat,lng,전세가율-90%,전세가율-80%,전세가율-70%,전세가율-60%
강원특별자치도 강릉시 주문진읍 교항리-1261,센텀파크디오션(1단지),2019-08-01,84.8819,16506.0,13000.0,194.4584181,153.1539704,78.75923906,37.8789705,128.8244906,14855.4,13204.800000000001,11554.199999999999,9903.6
강원특별자치도 강릉시 주문진읍 교항리-1261,센텀파크디오션(1단지),2021-01-01,84.8819,18000.0,13666.66667,212.0593436,161.0080202,75.92592593,37.8789705,128.8244906,16200.0,14400.0,12600.0,10800.0
강원특별자치도 강릉시 주문진읍 교항리-1261,센텀파크디오션(1단지),2021-04-01,84.8819,18000.0,8000.0,212.0593436,94.24859717,44.44444444,37.8789705,128.8244906,16200.0,14400.0,12600.0,10800.0
강원특별자치도 강릉시 주문진읍 교항리-1261,센텀파크디오션(1단지),2022-12-01,84.8819,19975.0,13650.0,235.3269661,160.8116689,68.33541927,37.8789705,128.8244906,17977.5,15980.0,13982.5,11985.0
강원특별자치도 강릉시 주문진읍 주문리-1585,케이티레파트더블루힐,2021-10-01,84.974,12500.0,11000.0,147.10382,129.4513616,88.0,37.9036833,128.8183334,11250.0,10000.0,8750.0,7500.0
강원특별자치도 강릉시 주문진읍 주문리-1585,케이티레파트더블루힐,2023-06-01,59.33,10900.0,8500.0,183.7181864,143.2664756,77.98165138,37.9036833,128.8183334,9810.0,8720.0,7629.999999999999,6540.0
강원특별자치도 강릉시 주문진읍 주문리-1586,주문진삼부르네상스,2021-09-01,75.271,26300.0,24000.0,349.404153,318.8478963,91.25475285,37.8920827,128.8233844,23670.0,21040.0,18410.0,15780.0
강원특별자치도 강릉시 주문진읍 주문리-842,우일해변,2020-08-01,81.6525,11700.0,10000.0,143.2901626,122.4702244,85.47008547,37.905391,128.8246548,10530.0,9360.0,8189.999999999999,7020.0
강원특별자치도 강릉시 초당동-0135,이화해변아파트(B~D동),2020-04-01,29.82,4025.0,2000.0,134.9765258,67.06908115,49.68944099,37.7837411,128.9156571,3622.5,3220.0,2817.5,2415.0
강원특별자치도 강릉시 초당동-0149,동부,2020-05-01,72.41,16050.0,15000.0,221.6544676,207.1537081,93.45794393,37.7835012,128.9144216,14445.0,12840.0,11235.0,9630.0
강원특별자치도 강릉시 초당동-0155,유화3,2020-07-01,45.68,8387.5,7500.0,183.6142732,164.1856392,89.41877794,37.7849236,128.9147964,7548.75,6710.0,5871.25,5032.5
강원특별자치도 강릉시 초당동-0155,유화3,2020-09-01,45.68,7800.0,8000.0,170.7530648,175.1313485,102.5641026,37.7849236,128.9147964,7020.0,6240.0,5460.0,4680.0
강원특별자치도 강릉시 초당동-135,이화해변아파트(B~D동),2019-11-01,29.82,5650.0,3000.0,189.4701543,100.6036217,53.09734513,37.7837411,128.9156571,5085.0,4520.0,3954.9999999999995,3390.0
강원특별자치도 강릉시 초당동-143,우성,2019-11-01,84.77,15500.0,16000.0,182.8477056,188.7460186,103.2258065,37.783001,128.9140106,13950.0,12400.0,10850.0,9300.0
강원특별자치도 강릉시 포남동-1005,강릉임대,2020-07-01,57.3,6800.0,6500.0,118.6736475,113.4380454,95.58823529,37.7664106,128.9115935,6120.0,5440.0,4760.0,4080.0
강원특별자치도 강릉시 포남동-1005,강부1,2021-12-01,55.41,6100.0,7000.0,110.0884317,126.3309872,114.7540984,37.7664106,128.9115935,5490.0,4880.0,4270.0,3660.0
강원특별자치도 강릉시 포남동-1005,강부1,2022-05-01,55.41,9000.0,9000.0,162.425555,162.425555,100.0,37.7664106,128.9115935,8100.0,7200.0,6300.0,5400.0
강원특별자치도 강릉시 포남동-1005,강부4,2020-05-01,80.61,10800.0,11500.0,133.9784146,142.6622007,106.4814815,37.7664106,128.9115935,9720.0,8640.0,7559.999999999999,6480.0
강원특별자치도 강릉시 포남동-1005,동남,2021-03-01,54.945,6825.0,6000.0,124.2151242,109.2001092,87.91208791,37.7664106,128.9115935,6142.5,5460.0,4777.5,4095.0
강원특별자치도 강릉시 포남동-1005,동남2,2021-05-01,54.945,6600.0,6000.0,120.1201201,109.2001092,90.90909091,37.7664106,128.9115935,5940.0,5280.0,4620.0,3960.0
강원특별자치도 강릉시 포남동-1005,동남2,2021-12-01,54.945,12700.0,8000.0,231.1402311,145.6001456,62.99212598,37.7664106,128.9115935,11430.0,10160.0,8890.0,7620.0
강원특별자치도 강릉시 포남동-1056,미진1,2019-08-01,84.48,10000.0,10000.0,118.3712121,118.3712121,100.0,37.7748588,128.9132931,9000.0,8000.0,7000.0,6000.0
강원특별자치도 강릉시 포남동-1063,동덕.영진광업소사원주택,2021-12-01,36.33,7000.0,6000.0,192.6782274,165.1527663,85.71428571,37.7764903,128.9110001,6300.0,5600.0,4900.0,4200.0
강원특별자치도 강릉시 포남동-1063,동덕.영진광업소사원주택,2022-01-01,36.33,6500.0,6500.0,178.9154968,178.9154968,100.0,37.7764903,128.9110001,5850.0,5200.0,4550.0,3900.0
강원특별자치도 강릉시 포남동-1064,삼호임대,2020-08-01,32.04,5000.0,4500.0,156.0549313,140.4494382,90.0,37.7760646,128.9105417,4500.0,4000.0,3500.0,3000.0
강원특별자치도 강릉시 포남동-1064,삼호임대,2021-07-01,36.12,8375.0,5566.666667,231.8660022,154.1159099,66.46766169,37.7760646,128.9105417,7537.5,6700.0,5862.5,5025.0
강원특별자치도 강릉시 포남동-1064,삼호임대,2021-11-01,38.16,10350.0,5400.0,271.2264151,141.509434,52.17391304,37.7760646,128.9105417,9315.0,8280.0,7244.999999999999,6210.0
